info: () => {
  return format(new Date(), "yyyy-MM-dd HH:mm:ss:SSS");
} | 36ca5a40-b854-462c-b84f-a74ee0ac01dc | studentsController | getStudent | {} {"service":"atul-assigment"}
info: 2024-03-10 05:34:57:779 | 9caa1f84-be67-4da5-b780-496cef49b191 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:34:57:835 | 9caa1f84-be67-4da5-b780-496cef49b191 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:34:58:058 | b88f699b-90db-464e-9ac6-bb47bc807f44 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:34:58:060 | b88f699b-90db-464e-9ac6-bb47bc807f44 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:34:58:061 | b88f699b-90db-464e-9ac6-bb47bc807f44 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 05:36:05:734 | c59e1c30-e9c8-47a8-94e0-15dcef4c0a8a | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:36:06:054 | 6e2b4374-1c79-42ca-a7cf-ebde68787143 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:36:06:108 | 6e2b4374-1c79-42ca-a7cf-ebde68787143 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:36:17:452 | 2cfd1787-3d70-457d-aa73-fe2ed978634a | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 05:36:18:009 | 1fccd1ce-27a9-4f2d-9174-c35dd8d9b269 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 05:36:18:073 | 1fccd1ce-27a9-4f2d-9174-c35dd8d9b269 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 05:36:34:467 | ee185e17-d682-4454-83de-c9317c44934c | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 05:36:34:469 | ee185e17-d682-4454-83de-c9317c44934c | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 05:36:34:470 | ee185e17-d682-4454-83de-c9317c44934c | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 07:36:56:212 | d56ec995-7b1a-40ee-a345-4e8cb601cd7a | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:36:56:502 | ecf190f3-cb20-462e-87d5-c521c0b7104f | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:36:56:550 | ecf190f3-cb20-462e-87d5-c521c0b7104f | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:36:59:844 | ffa42a10-5552-4244-9749-065d353b5fcb | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 07:36:59:846 | ffa42a10-5552-4244-9749-065d353b5fcb | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 07:36:59:847 | ffa42a10-5552-4244-9749-065d353b5fcb | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 07:50:20:311 | 3f33a6e4-e4c9-4338-9948-02ad543c0b44 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:20:688 | a5e96ab5-e43d-4aad-a205-3aae74f0fddb | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:20:740 | a5e96ab5-e43d-4aad-a205-3aae74f0fddb | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:29:284 | dd06b807-6475-430b-ae8c-4f6acc8b1caa | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:29:591 | 028525bc-0c1b-4fda-bbdf-6ebf2ab53c57 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:29:640 | 028525bc-0c1b-4fda-bbdf-6ebf2ab53c57 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:52:292 | d78b3f8c-77b1-4427-a68b-029438a5f800 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:52:662 | 94611cb6-afea-4555-ab3b-380091d88575 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:50:52:710 | 94611cb6-afea-4555-ab3b-380091d88575 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:51:00:043 | 7556c834-e838-486e-a341-13659b018231 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 07:51:00:045 | 7556c834-e838-486e-a341-13659b018231 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 07:51:00:046 | 7556c834-e838-486e-a341-13659b018231 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 07:51:59:914 | f9fc7a95-1ad8-4778-b3d6-a04c0ae2dbc5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:00:315 | 137430e5-3c25-4e3a-8e24-2092625746e6 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:00:369 | 137430e5-3c25-4e3a-8e24-2092625746e6 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:05:678 | 6008ef4b-5dcf-4f08-9271-82e9db1ae1d5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:05:965 | 9623dfae-cd2f-45e2-aa75-120306012766 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:06:008 | 9623dfae-cd2f-45e2-aa75-120306012766 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:14:782 | 41017c95-aee4-478d-ab0a-1a239a52b08e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:15:121 | 9bb0f94e-fe3a-4f84-80a7-a73310ad88d3 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:15:168 | 9bb0f94e-fe3a-4f84-80a7-a73310ad88d3 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:40:362 | df76cbd2-8f3a-41ed-a39a-178a681cf58a | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:40:675 | 9c94bbcf-b071-445f-9da2-51a2447e3e85 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:40:732 | 9c94bbcf-b071-445f-9da2-51a2447e3e85 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:57:696 | c7d608f9-6317-429e-ada1-085b2bfed5cf | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:57:944 | fcc51ce4-7961-40aa-be84-883e7552d677 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:52:58:025 | fcc51ce4-7961-40aa-be84-883e7552d677 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:53:35:986 | fe6b5f43-bfc5-4e7e-926e-74c2543af09c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:53:36:274 | 775fe38b-ea28-4d1d-b290-63ea69280e11 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:53:36:320 | 775fe38b-ea28-4d1d-b290-63ea69280e11 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:53:50:692 | 01acd503-a8d6-4d5b-9df4-a222b29b652b | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:53:50:942 | c52f3f77-23b1-4ca4-8e46-520ca3fc3ed1 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:53:50:982 | c52f3f77-23b1-4ca4-8e46-520ca3fc3ed1 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:54:24:981 | 3c6777bb-df01-419c-93c9-33b48a9cc086 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:54:25:234 | b0ce7a4f-edb5-453d-8f6d-890c525234e4 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:54:25:282 | b0ce7a4f-edb5-453d-8f6d-890c525234e4 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:54:56:112 | cb16bba4-4470-4602-87c3-2aa83e2fb007 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:54:56:385 | cd998712-859e-4b95-8b17-8ffddfe1797e | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:54:56:431 | cd998712-859e-4b95-8b17-8ffddfe1797e | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:55:11:303 | 7a9f5fc0-8342-4d40-b1b2-0d1381f16ba3 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:55:11:528 | 3587de2d-0f7b-4237-9e15-02446744cc24 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:55:11:568 | 3587de2d-0f7b-4237-9e15-02446744cc24 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:55:15:558 | 3c76acc3-b1cc-4eb2-a3ab-ce2566e57102 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 07:55:15:559 | 3c76acc3-b1cc-4eb2-a3ab-ce2566e57102 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 07:55:15:561 | 3c76acc3-b1cc-4eb2-a3ab-ce2566e57102 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
error: 2024-03-10 07:55:15:584 | 3c76acc3-b1cc-4eb2-a3ab-ce2566e57102 | studentsService | generateIds | {"message":"reqId is not defined"} {"service":"atul-assigment"}
info: 2024-03-10 07:55:53:962 | 2d1843a0-b4a0-494d-b9f1-ec0f382a95e3 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:55:54:209 | ad00f596-991c-4e02-b382-830203dba590 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:55:54:263 | ad00f596-991c-4e02-b382-830203dba590 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:56:03:181 | 195630ef-c2c3-4708-b83f-1114d563d5d7 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:56:03:467 | 2434c4d1-6d3f-49df-9972-004dc9236988 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:56:03:518 | 2434c4d1-6d3f-49df-9972-004dc9236988 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:56:08:810 | b60108c5-323b-40c2-b318-4602cd8b294c | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 07:56:08:811 | b60108c5-323b-40c2-b318-4602cd8b294c | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 07:56:08:812 | b60108c5-323b-40c2-b318-4602cd8b294c | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 07:56:08:833 | b60108c5-323b-40c2-b318-4602cd8b294c | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 07:56:41:844 | 4d1e31ef-decc-48b6-863f-53464b719b38 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:56:42:121 | d46eb85e-2bc2-4828-b94f-be7534cc966f | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:56:42:169 | d46eb85e-2bc2-4828-b94f-be7534cc966f | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:56:44:153 | f2a81b64-3f0a-4bee-80eb-358b7d54660b | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 07:56:44:155 | f2a81b64-3f0a-4bee-80eb-358b7d54660b | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 07:56:44:156 | f2a81b64-3f0a-4bee-80eb-358b7d54660b | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 07:56:44:176 | f2a81b64-3f0a-4bee-80eb-358b7d54660b | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 07:57:59:397 | f9a5f715-7cf8-464d-81ab-ba4e399ebc8c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:57:59:686 | 4348ef64-3cbe-4d91-aada-612992b2cba4 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:57:59:729 | 4348ef64-3cbe-4d91-aada-612992b2cba4 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:09:450 | 4ed2d1d9-485c-4ea5-b369-0f48140ca5c5 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:09:762 | afb9ebfd-e72a-46b5-a6e6-1b3644b3ac23 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:09:806 | afb9ebfd-e72a-46b5-a6e6-1b3644b3ac23 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:25:830 | 5682b699-9beb-48dd-872b-832437000d75 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:26:077 | f4db919f-d160-4ae4-8c65-78b3b8ffb1e6 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:26:121 | f4db919f-d160-4ae4-8c65-78b3b8ffb1e6 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:33:553 | b83a106e-6e9a-44bf-8c69-ae05659c7dc0 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:33:852 | cdaf2bb9-5344-4b36-9b84-3f0553595872 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:33:903 | cdaf2bb9-5344-4b36-9b84-3f0553595872 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 07:59:41:374 | 8b622bb8-d606-487c-8928-3801113cd3b5 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 07:59:41:376 | 8b622bb8-d606-487c-8928-3801113cd3b5 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 07:59:41:378 | 8b622bb8-d606-487c-8928-3801113cd3b5 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 07:59:41:402 | 8b622bb8-d606-487c-8928-3801113cd3b5 | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:00:44:088 | e48bae73-42b9-4ea7-ba7a-45e9fab73dde | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:00:44:375 | da0f63de-be7b-4094-b7f7-3620df81d1a5 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:00:44:423 | da0f63de-be7b-4094-b7f7-3620df81d1a5 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:00:53:188 | f809eb55-e54d-4ed9-8f24-e18ef80a3237 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:00:53:510 | c0fb45fa-75a2-4bce-b44f-093d65826eee | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:00:53:560 | c0fb45fa-75a2-4bce-b44f-093d65826eee | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:14:861 | 31155dc9-c8fe-48c9-aade-e0b827eb1c3c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:15:175 | 235f76a9-1e01-4f2f-b365-ed9453f73874 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:15:221 | 235f76a9-1e01-4f2f-b365-ed9453f73874 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:30:257 | 81eec62f-36cd-4125-8b33-6530597db949 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:30:555 | 9a207e54-c4df-4170-9e84-fecfc926b89c | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:30:606 | 9a207e54-c4df-4170-9e84-fecfc926b89c | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:37:380 | d6284528-a8f2-48a7-b7e4-2094a3c6e0e7 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:37:625 | 7c359229-1c6c-4389-8768-fa473ea2e932 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:37:671 | 7c359229-1c6c-4389-8768-fa473ea2e932 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:46:003 | dbc9cb38-3f83-4099-b0ab-17a96a724a8d | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:46:286 | 96feedf6-cfbd-44bb-b225-31e20bd2384c | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:46:327 | 96feedf6-cfbd-44bb-b225-31e20bd2384c | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:01:56:204 | a15682c3-5cde-4382-8f0f-c7deedf997b0 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 08:01:56:206 | a15682c3-5cde-4382-8f0f-c7deedf997b0 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 08:01:56:207 | a15682c3-5cde-4382-8f0f-c7deedf997b0 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 08:01:56:230 | a15682c3-5cde-4382-8f0f-c7deedf997b0 | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:02:28:998 | ca70aee6-8fe0-428e-9536-10cedbed7a47 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:02:29:434 | 9fa0a91a-eacf-43c0-90ec-ee93368b6062 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:02:29:491 | 9fa0a91a-eacf-43c0-90ec-ee93368b6062 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:02:33:395 | d4b4ae34-df5f-4c2f-aeea-0047a3e2f6a2 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:02:33:668 | a64d4324-3635-4dd2-b670-113db60aca7a | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:02:33:710 | a64d4324-3635-4dd2-b670-113db60aca7a | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:02:59:251 | ee18792a-087e-4071-a361-ba92e9f58b03 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 08:02:59:253 | ee18792a-087e-4071-a361-ba92e9f58b03 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 08:02:59:253 | ee18792a-087e-4071-a361-ba92e9f58b03 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 08:02:59:278 | ee18792a-087e-4071-a361-ba92e9f58b03 | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:03:22:356 | 8627d098-7aac-4967-babc-a964826dbc95 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:03:22:707 | 737e52c6-d0eb-4b65-9ef6-a24c48e9e9c4 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:03:22:756 | 737e52c6-d0eb-4b65-9ef6-a24c48e9e9c4 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:03:24:830 | 8780edb6-b727-4a9e-956a-27deeffd811d | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 08:03:24:832 | 8780edb6-b727-4a9e-956a-27deeffd811d | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 08:03:24:834 | 8780edb6-b727-4a9e-956a-27deeffd811d | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 08:03:24:859 | 8780edb6-b727-4a9e-956a-27deeffd811d | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:05:11:624 | 63d6ea3d-974b-46a5-9e21-22b1559e5934 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:11:913 | 014e3773-c116-4685-a053-703483798699 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:11:961 | 014e3773-c116-4685-a053-703483798699 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:33:208 | aac9421a-65b1-4a06-aad3-ae82284f5d97 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:33:457 | 7a147fea-8330-4696-b506-a1eea976f69d | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:33:503 | 7a147fea-8330-4696-b506-a1eea976f69d | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:57:371 | a3c0fe92-ed3d-47ea-bd69-d4d62764cd4b | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:57:636 | bb1b228c-4c0b-4c28-9994-7ec81fb7f3fa | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:05:57:679 | bb1b228c-4c0b-4c28-9994-7ec81fb7f3fa | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:06:03:255 | 16615c0d-c475-41fd-bc46-a6028aebdbf9 | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:03:258 | 16615c0d-c475-41fd-bc46-a6028aebdbf9 | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:03:259 | 16615c0d-c475-41fd-bc46-a6028aebdbf9 | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:03:286 | 16615c0d-c475-41fd-bc46-a6028aebdbf9 | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:41:572 | 97610f4b-7542-45c8-be80-7152c3d54436 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:06:41:969 | cb1f22ae-1cac-4578-9883-7dbfa3732a15 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:06:42:019 | cb1f22ae-1cac-4578-9883-7dbfa3732a15 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:06:43:522 | 3b44ca97-c4f0-4b17-97cd-30e81613a32d | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:43:524 | 3b44ca97-c4f0-4b17-97cd-30e81613a32d | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:43:525 | 3b44ca97-c4f0-4b17-97cd-30e81613a32d | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:43:550 | 3b44ca97-c4f0-4b17-97cd-30e81613a32d | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:59:304 | 5d57d77c-3da6-43b0-aeaf-122ac269fb2b | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:59:306 | 5d57d77c-3da6-43b0-aeaf-122ac269fb2b | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:59:307 | 5d57d77c-3da6-43b0-aeaf-122ac269fb2b | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 08:06:59:319 | 5d57d77c-3da6-43b0-aeaf-122ac269fb2b | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:07:09:666 | d4677a01-6758-4652-931b-b7e2566bc5ff | studentsController | generateIdCards | {} {"service":"atul-assigment"}
info: 2024-03-10 08:07:09:669 | d4677a01-6758-4652-931b-b7e2566bc5ff | studentsService | generateIds | {} {"service":"atul-assigment"}
info: 2024-03-10 08:07:09:670 | d4677a01-6758-4652-931b-b7e2566bc5ff | studentsService | getStudentDetails | {} {"service":"atul-assigment"}
info: 2024-03-10 08:07:09:682 | d4677a01-6758-4652-931b-b7e2566bc5ff | studentsService | generatePdf | {} {"service":"atul-assigment"}
info: 2024-03-10 08:07:54:354 | aadc31b7-9ab7-47c6-a33e-e3213a05053e | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:07:54:681 | 0e7b53bd-afe2-415d-8a0e-50532e0baa6e | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:07:54:728 | 0e7b53bd-afe2-415d-8a0e-50532e0baa6e | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:06:541 | 88a97919-6c8e-430f-be46-1ddeba3ef4bc | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:06:775 | 0a94885c-7238-42bb-89d4-702dc6aeff12 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:06:820 | 0a94885c-7238-42bb-89d4-702dc6aeff12 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:26:091 | 4bb5a293-cc54-46db-a788-d4811f8aa74a | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:26:335 | d9b7e3a8-ed93-46ea-8e13-c492a2081b1a | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:26:382 | d9b7e3a8-ed93-46ea-8e13-c492a2081b1a | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:41:724 | 4cc8d6c9-2e03-4a39-bde4-7922105ad006 | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:42:081 | 184a055b-2819-4cff-9f23-41c420388fd4 | index | server | {"message":"server started on 3050"} {"service":"atul-assigment"}
info: 2024-03-10 08:08:42:139 | 184a055b-2819-4cff-9f23-41c420388fd4 | index | database | {"message":"mysql database connected!"} {"service":"atul-assigment"}
info: 2024-03-10 08:09:20:984 | d923b743-65f4-408f-b6d1-941be5fca15c | routes | listener | {"message":"loaded route students"} {"service":"atul-assigment"}
